Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
41294,2016-08-30 18:46:00,Standard Class,5,4,Late delivery,1,40.70170975,-73.80841827,Hurghada,Egipto,Al Bahr al Ahmar
42023,2016-09-09 10:10:00,Standard Class,4,4,Shipping on time,0,38.69002152,-90.14477539,Niamey,Níger,Niamey
47774,2016-12-03 09:00:00,Standard Class,5,4,Late delivery,1,42.41968918,-71.10621643,Sale,Marruecos,Rabat-Salé-Zemur-Zaer
41827,2016-09-05 13:30:00,Standard Class,3,4,Advance shipping,0,34.04991913,-117.7161026,Pretoria,SudAfrica,Gauteng
47193,2016-11-23 21:27:00,Standard Class,4,4,Shipping on time,0,33.41519928,-111.9199905,Marrakech,Marruecos,Marrakech-Tensift-Al Hauz
42626,2016-09-16 05:26:00,Standard Class,2,4,Advance shipping,0,33.74279404,-117.8847504,Bur Sudan,Sudán,Mar Rojo
46199,2016-11-10 09:13:00,Standard Class,5,4,Late delivery,1,39.9602356,-76.67675781,Lagos,Nigeria,Lagos
48468,2016-12-12 12:08:00,Standard Class,4,4,Shipping on time,0,39.74543381,-104.8753815,Lagos,Nigeria,Lagos
51009,2017-01-19 14:22:00,Standard Class,5,4,Late delivery,1,34.27391052,-118.7662125,Quelimane,Mozambique,Zambezia
46229,2016-11-10 19:43:00,Standard Class,5,4,Late delivery,1,39.04636002,-76.98272705,Port Elizabeth,SudAfrica,Cabo Oriental
42882,2016-09-20 23:07:00,Standard Class,3,4,Advance shipping,0,44.72552109,-93.20613098,Shinyanga,Tanzania,Shinyanga
46827,2016-11-17 13:14:00,Standard Class,3,4,Advance shipping,0,29.45598984,-98.52809143,Kismaayo,Somalia,Jubbada Hoose
48684,2016-12-16 15:49:00,Standard Class,5,4,Late delivery,1,39.95672989,-75.19525909,Butare,Ruanda,Meridional
48684,2016-12-16 15:49:00,Standard Class,5,4,Late delivery,1,39.95672989,-75.19525909,Butare,Ruanda,Meridional
46416,2016-11-10 13:14:00,Standard Class,2,4,Advance shipping,0,40.03775024,-75.06806183,Cairo,Egipto,El Cairo
47343,2016-11-26 02:00:00,Standard Class,4,4,Shipping on time,0,40.86353684,-73.87049866,Newcastle,SudAfrica,KwaZulu-Natal
41686,2016-09-02 12:06:00,Standard Class,2,4,Advance shipping,0,35.60034943,-77.33486939,Estambul,Turquía,Estambul
41896,2016-09-05 13:41:00,Standard Class,2,4,Advance shipping,0,40.80119324,-74.48561096,Jerusalén,Israel,Jerusalén
28168,2016-02-20 04:09:00,Standard Class,4,4,Shipping on time,0,32.77627945,-117.1342163,Gold Coast,Australia,Queensland
24992,2016-01-03 19:27:00,Standard Class,3,4,Advance shipping,0,34.19039154,-119.177803,Newcastle,Australia,Nueva Gales del Sur
30851,2016-03-28 08:07:00,Standard Class,2,4,Advance shipping,0,25.82507515,-80.19588471,Porirua,Nueva Zelanda,Wellington
25074,2016-01-07 00:11:00,Standard Class,5,4,Late delivery,1,35.13143921,-106.5452042,Mildura,Australia,Victoria
76870,2018-02-02 02:38:00,Standard Class,6,4,Late delivery,1,35.18754196,-101.8676224,Brisbane,Australia,Queensland
25163,2016-01-07 07:22:00,Standard Class,4,4,Shipping on time,0,28.08681297,-82.43898773,Daca,Bangladés,Daca
28036,2016-02-16 05:54:00,Standard Class,2,4,Advance shipping,0,44.07210541,-12.13232708,Kanpur,India,Uttar Pradesh
22679,2015-12-03 01:06:00,Standard Class,5,4,Late delivery,1,40.41255188,-74.41832733,Bangkok,Tailandia,Bangkok
23610,2015-12-17 15:17:00,Standard Class,6,4,Late delivery,1,34.85777283,-80.84423828,Bangkok,Tailandia,Bangkok
42828,2016-09-21 04:12:00,Standard Class,4,4,Shipping on time,0,34.06832504,-117.6557541,Bagdad,Irak,Bagdad
41896,2016-09-05 13:41:00,Standard Class,2,4,Advance shipping,0,40.80119324,-74.48561096,Jerusalén,Israel,Jerusalén
48713,2016-12-16 01:59:00,Standard Class,4,4,Shipping on time,0,29.7805748,-95.17199707,Adana,Turquía,Adana
45668,2016-11-01 15:11:00,Standard Class,4,4,Shipping on time,0,37.05174255,-76.40163422,Riyadh,Arabia Saudí,Riad
74796,2017-12-29 20:01:00,Standard Class,2,4,Advance shipping,0,40.74559021,-73.97927856,Shenzhen,China,Guangdong
27918,2016-02-16 12:34:00,Standard Class,4,4,Shipping on time,0,35.93829727,-118.9438477,Tianjin,China,Tianjin
30097,2016-03-18 07:58:00,Standard Class,3,4,Advance shipping,0,45.59825897,-12.27242851,Perth,Australia,Australia Occidental
30966,2016-03-30 00:25:00,Standard Class,2,4,Advance shipping,0,41.3469696,-81.82631683,Dunedin,Nueva Zelanda,Otago
30063,2016-03-18 20:03:00,Standard Class,4,4,Shipping on time,0,31.65174103,-106.2676239,Melbourne,Australia,Victoria
22019,2015-11-23 09:53:00,Standard Class,5,4,Late delivery,1,29.77310181,-100.6121979,Ulhasnagar,India,Maharashtra
24230,2015-12-26 16:29:00,Standard Class,6,4,Late delivery,1,42.9666214,-78.74194336,Manila,Filipinas,Capital Nacional
48713,2016-12-16 01:59:00,Standard Class,4,4,Shipping on time,0,29.7805748,-95.17199707,Adana,Turquía,Adana
42353,2016-09-14 05:47:00,Standard Class,4,4,Shipping on time,0,40.86649323,-111.8493271,Mersin,Turquía,Mersin
45668,2016-11-01 15:11:00,Standard Class,4,4,Shipping on time,0,37.05174255,-76.40163422,Riyadh,Arabia Saudí,Riad
42134,2016-09-12 01:04:00,Standard Class,5,4,Late delivery,1,47.39371109,-122.2228317,Temirtau,Kazajistán,Karagandá
21522,2015-11-14 03:45:00,Standard Class,3,4,Advance shipping,0,41.74866486,-87.66320038,Tengzhou,China,Shandong
23767,2015-12-16 22:17:00,Standard Class,3,4,Advance shipping,0,41.95851135,-70.66861725,Nantong,China,Jiangsu
25433,2016-01-11 05:57:00,Standard Class,4,4,Shipping on time,0,40.59949493,-73.76248169,Dalian,China,Liaoning
73893,2017-12-18 15:39:00,Standard Class,4,4,Shipping on time,0,29.66958237,-95.24147034,Lianyuan,China,Hunan
30085,2016-03-21 03:45:00,Standard Class,6,4,Late delivery,1,40.01562119,-75.08410645,Caloundra,Australia,Queensland
30172,2016-03-19 10:14:00,Standard Class,3,4,Advance shipping,0,34.27391052,-118.7662125,Melbourne,Australia,Victoria
27478,2016-02-10 02:25:00,Standard Class,4,4,Shipping on time,0,42.39807892,-83.20157623,Bendigo,Australia,Victoria
76976,2018-01-30 15:46:00,Standard Class,2,4,Advance shipping,0,33.77366638,-118.0033035,Adelaide,Australia,Australia del Sur
24063,2015-12-22 05:59:00,Standard Class,4,4,Shipping on time,0,32.74953461,-117.1046524,Ajmer,India,Rajastán
51209,2017-01-22 12:26:00,Standard Class,5,4,Late delivery,1,41.89551926,-87.71821594,Kerman,Irán,Kerman
73839,2017-12-18 20:44:00,Standard Class,5,4,Late delivery,1,33.99459839,-117.9534302,Vadodara,India,Guyarat
74723,2017-12-30 18:26:00,Standard Class,4,4,Shipping on time,0,37.32554245,-121.7993469,Semarang,Indonesia,Java Central
26821,2016-01-29 12:14:00,Standard Class,2,4,Advance shipping,0,21.30562019,-157.8386993,Cirebon,Indonesia,Java Occidental
77102,2018-02-02 11:54:00,Standard Class,3,4,Advance shipping,0,41.71363831,-81.36167908,Rangún,Myanmar (Birmania),Rangún
41608,2016-09-03 08:47:00,Standard Class,4,4,Shipping on time,0,37.34306717,-121.9839325,Kütahya,Turquía,Kütahya
47009,2016-11-22 04:59:00,Standard Class,5,4,Late delivery,1,33.68896103,-117.9957428,Bagdad,Irak,Bagdad
49916,2016-12-31 15:26:00,Standard Class,2,4,Advance shipping,0,33.79319763,-118.1895294,Namangán,Uzbekistán,Namangán
29746,2016-03-12 04:59:00,Standard Class,2,4,Advance shipping,0,33.75820923,-118.0019073,Xinzhou,China,Hubei
72533,2017-11-28 19:11:00,Standard Class,4,4,Shipping on time,0,26.21472931,-80.23004913,Mudanjiang,China,Heilongjiang
48608,2016-12-14 13:11:00,Standard Class,4,4,Shipping on time,0,34.13932037,-117.9074402,Lokossa,Benín,Mono
45506,2016-10-28 06:25:00,Standard Class,2,4,Advance shipping,0,26.0984993,-80.27095032,Ikot Ekpene,Nigeria,Akwa Ibom
45027,2016-10-22 06:36:00,Standard Class,3,4,Advance shipping,0,29.46007919,-98.52754211,Warri,Nigeria,Delta
46308,2016-11-10 23:24:00,Standard Class,4,4,Shipping on time,0,40.35742188,-74.64842224,Bandundu,República Democrática del Congo,Bandundu
43685,2016-10-05 16:27:00,Standard Class,6,4,Late delivery,1,40.50980377,-74.26966858,Lagos,Nigeria,Lagos
41893,2016-09-07 12:38:00,Standard Class,4,4,Shipping on time,0,25.93001556,-80.16291046,Foumban,Camerún,Ouest
46339,2016-11-12 10:15:00,Standard Class,5,4,Late delivery,1,39.27056122,-84.27059174,Luanda,Angola,Luanda
46667,2016-11-15 05:10:00,Standard Class,3,4,Advance shipping,0,36.91083145,-76.12958527,Maiduguri,Nigeria,Borno
47647,2016-11-29 12:30:00,Standard Class,3,4,Advance shipping,0,38.15983963,-85.59026337,Nairobi,Kenia,Nairobi
48565,2016-12-15 22:07:00,Standard Class,6,4,Late delivery,1,43.16891098,-78.69216156,Kitwe,Zambia,Copperbelt
43889,2016-10-07 15:55:00,Standard Class,5,4,Late delivery,1,41.89491653,-87.76180267,Lagos,Nigeria,Lagos
45138,2016-10-24 21:30:00,Standard Class,4,4,Shipping on time,0,40.58441544,-74.15991974,Nkongsamba,Camerún,Littoral
44160,2016-10-12 14:51:00,Standard Class,6,4,Late delivery,1,32.27982712,-110.9582291,Mbuji-mayi,República Democrática del Congo,Kasai Oriental
49214,2016-12-24 09:30:00,Standard Class,5,4,Late delivery,1,41.92736816,-70.7484436,Lome,Togo,Marítima
41825,2016-09-08 12:48:00,Standard Class,6,4,Late delivery,1,41.47653961,-81.72341919,Pretoria,SudAfrica,Gauteng
44504,2016-10-16 15:22:00,Standard Class,5,4,Late delivery,1,40.87030411,-73.87062073,Dakar,Senegal,Dakar
44496,2016-10-13 12:34:00,Standard Class,2,4,Advance shipping,0,42.42012024,-79.31320953,Mahajanga,Madagascar,Boeny
45559,2016-11-01 00:59:00,Standard Class,5,4,Late delivery,1,37.92684937,-121.3893051,Lome,Togo,Marítima
44074,2016-10-10 08:44:00,Standard Class,5,4,Late delivery,1,35.18754196,-101.8676224,Kano,Nigeria,Kano
49857,2016-12-31 18:46:00,Standard Class,3,4,Advance shipping,0,39.45571137,-77.96917725,Annaba,Argelia,Annaba
41786,2016-09-03 23:08:00,Standard Class,2,4,Advance shipping,0,39.6300354,-78.74319458,Casablanca,Marruecos,Gran Casablanca
48042,2016-12-05 06:54:00,Standard Class,3,4,Advance shipping,0,40.56959915,-89.64508057,Cotonou,Benín,Littoral
44301,2016-10-10 16:15:00,Standard Class,2,4,Advance shipping,0,30.49767876,-84.23183441,Jartum,Sudán,Jartum
41591,2016-09-01 02:49:00,Standard Class,2,4,Advance shipping,0,30.35342217,-81.51309204,Dar es Salaam,Tanzania,Dar es Salaam
44981,2016-10-20 14:29:00,Standard Class,2,4,Advance shipping,0,42.00220108,-71.51410675,Cairo,Egipto,El Cairo
41545,2016-09-04 10:42:00,Standard Class,6,4,Late delivery,1,38.1355629,-121.2693405,Cape Town,SudAfrica,Cabo Occidental
49910,2017-01-04 13:20:00,Standard Class,6,4,Late delivery,1,33.71007919,-84.11247253,Cape Town,SudAfrica,Cabo Occidental
19590,2015-10-19 22:53:00,Standard Class,6,4,Late delivery,1,41.7158165,-87.7405777,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
43650,2016-10-05 04:11:00,Standard Class,6,4,Late delivery,1,42.39391327,-83.00836945,Khmelnytskyi,Ucrania,Khmelnytskyi
15202,2015-08-13 21:35:00,Standard Class,3,4,Advance shipping,0,34.10591126,-118.1196442,Vannes,Francia,Bretaña
15462,2015-08-17 16:40:00,Standard Class,3,4,Advance shipping,0,42.34568787,-83.52059174,Fuenlabrada,España,Madrid
15155,2015-08-16 05:07:00,Standard Class,6,4,Late delivery,1,43.02910233,-78.87342072,Villemomble,Francia,Isla de Francia
64451,2017-07-31 19:42:00,Standard Class,2,4,Advance shipping,0,33.58987427,-112.1163712,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
67028,2017-09-09 10:32:00,Standard Class,4,4,Shipping on time,0,30.0380249,-90.25691986,Gien,Francia,Centro-Valle de Loira
62336,2017-06-30 22:43:00,Standard Class,2,4,Advance shipping,0,40.33852005,-80.1289444,Neuilly-sur-Seine,Francia,Isla de Francia
11334,2015-06-20 10:27:00,Standard Class,5,4,Late delivery,1,29.50280953,-98.5945282,Viersen,Alemania,Renania del Norte-Westfalia
62885,2017-07-12 23:03:00,Standard Class,6,4,Late delivery,1,40.20738983,-74.79347992,Verona,Italia,Véneto
66998,2017-09-09 00:02:00,Standard Class,4,4,Shipping on time,0,35.21362686,-89.82608032,Fano,Italia,Marche
47002,2016-11-20 02:32:00,Standard Class,3,4,Advance shipping,0,47.30304337,-122.3528137,Gdynia,Polonia,Pomerania
63445,2017-07-21 03:15:00,Standard Class,6,4,Late delivery,1,32.69542313,-117.0990067,Talavera de la Reina,España,Castilla-La Mancha
67566,2017-09-15 07:01:00,Standard Class,2,4,Advance shipping,0,42.0063591,-87.66739655,Montreuil,Francia,Isla de Francia
18884,2015-10-08 15:33:00,Standard Class,5,4,Late delivery,1,34.12594605,-118.2910156,Marseille,Francia,Provenza-Alpes-Costa Azul
18845,2015-10-09 01:53:00,Standard Class,6,4,Late delivery,1,40.87142944,-73.87063599,Lisbon,Portugal,Lisboa
66854,2017-09-07 21:35:00,Standard Class,5,4,Late delivery,1,33.56687927,-117.7633209,Wolverhampton,Reino Unido,Inglaterra
46955,2016-11-22 10:04:00,Standard Class,6,4,Late delivery,1,41.88238525,-88.20149994,Satu Mare,Rumania,Satu Mare
55002,2017-03-16 21:18:00,Standard Class,3,4,Advance shipping,0,34.06787491,-117.9273758,Guadalajara,México,Jalisco
60445,2017-06-07 08:13:00,Standard Class,6,4,Late delivery,1,34.24124908,-119.1945419,Cúcuta,Colombia,Norte de Santander
53586,2017-02-23 05:12:00,Standard Class,2,4,Advance shipping,0,38.91826248,-77.03946686,Zacatecas,México,Zacatecas
56618,2017-04-10 11:27:00,Standard Class,4,4,Shipping on time,0,27.96565437,-82.25280762,Chihuahua,México,Chihuahua
51865,2017-02-02 02:16:00,Standard Class,6,4,Late delivery,1,21.41555023,-157.803894,Brasília,Brasil,Distrito Federal
2937,2015-02-15 20:36:00,Standard Class,3,4,Advance shipping,0,34.26494217,-119.218605,Santarém,Brasil,Pará
54446,2017-03-07 18:30:00,Standard Class,2,4,Advance shipping,0,40.64059448,-73.97518921,Joinville,Brasil,Santa Catarina
58623,2017-05-09 17:53:00,Standard Class,4,4,Shipping on time,0,33.22548676,-117.3070679,Monterrey,México,Nuevo León
7411,2015-04-21 04:03:00,Standard Class,2,4,Advance shipping,0,32.73230743,-97.47290802,Pitalito,Colombia,Huila
5348,2015-03-24 01:17:00,Standard Class,4,4,Shipping on time,0,41.95851135,-70.66861725,Puebla,México,Puebla
59742,2017-05-25 01:56:00,Standard Class,3,4,Advance shipping,0,40.64059448,-73.97518921,Santo Domingo,República Dominicana,Santo Domingo
59498,2017-05-22 12:26:00,Standard Class,4,4,Shipping on time,0,41.48426819,-81.5922699,Querétaro,México,Querétaro
3459,2015-02-25 11:29:00,Standard Class,5,4,Late delivery,1,39.92448425,-75.1757431,Chaguanas,Trinidad y Tobago,Chaguanas
8470,2015-05-10 15:04:00,Standard Class,6,4,Late delivery,1,38.11602402,-121.3637238,Chimaltenango,Guatemala,Chimaltenango
53455,2017-02-25 07:19:00,Standard Class,6,4,Late delivery,1,35.40139771,-119.0448837,Belo Horizonte,Brasil,Minas Gerais
2014,2015-02-04 09:14:00,Standard Class,5,4,Late delivery,1,39.94662857,-75.21822357,Tlaquepaque,México,Jalisco
55899,2017-03-31 23:33:00,Standard Class,5,4,Late delivery,1,33.78245163,-118.1922455,San Miguelito,Panamá,Panamá
52582,2017-02-09 13:27:00,Standard Class,3,4,Advance shipping,0,37.3288765,-121.8501511,Hermosillo,México,Sonora
56222,2017-04-03 16:43:00,Standard Class,3,4,Advance shipping,0,35.75965881,-86.26461029,Coacalco,México,México
57829,2017-04-29 03:43:00,Standard Class,5,4,Late delivery,1,33.0895195,-117.2552032,Balneário Camboriú,Brasil,Santa Catarina
56217,2017-04-03 14:58:00,Standard Class,3,4,Advance shipping,0,39.3985405,-84.55661774,Tegucigalpa,Honduras,Francisco Morazán
5893,2015-04-01 00:13:00,Standard Class,4,4,Shipping on time,0,29.69653702,-95.6459198,Petapa,Guatemala,Guatemala
5528,2015-03-26 16:21:00,Standard Class,4,4,Shipping on time,0,40.82476044,-73.94992065,La Ceiba,Honduras,Atlántida
367,2015-01-09 08:13:00,Standard Class,3,4,Advance shipping,0,37.67551041,-122.0496826,Maturín,Venezuela,Monagas
52353,2017-02-07 05:14:00,Standard Class,4,4,Shipping on time,0,39.42603684,-75.23985291,Parintins,Brasil,Amazonas
1784,2015-02-01 00:39:00,Standard Class,5,4,Late delivery,1,39.45571137,-77.96917725,São Paulo,Brasil,São Paulo
60317,2017-06-02 11:22:00,Standard Class,3,4,Advance shipping,0,40.74032211,-73.30113983,Santiago de Cuba,Cuba,Santiago de Cuba
6776,2015-04-11 21:35:00,Standard Class,2,4,Advance shipping,0,42.11048508,-88.08236694,Puebla,México,Puebla
4487,2015-03-10 11:38:00,Standard Class,3,4,Advance shipping,0,33.08282852,-82.9998703,Mixco,Guatemala,Guatemala
9681,2015-05-24 07:20:00,Standard Class,2,4,Advance shipping,0,34.1971817,-118.4865265,Huehuetenango,Guatemala,Huehuetenango
60868,2017-06-11 12:25:00,Standard Class,4,4,Shipping on time,0,25.94878006,-80.28707886,Chinautla,Guatemala,Guatemala
53231,2017-02-18 00:50:00,Standard Class,2,4,Advance shipping,0,34.09960938,-118.3507385,Apopa,El Salvador,San Salvador
52601,2017-02-08 20:07:00,Standard Class,2,4,Advance shipping,0,44.95698166,-93.06536865,Sorocaba,Brasil,São Paulo
4660,2015-03-16 00:15:00,Standard Class,6,4,Late delivery,1,40.52578354,-74.39421845,San Justo,Argentina,Santa Fe
3539,2015-02-26 15:31:00,Standard Class,5,4,Late delivery,1,29.73701477,-94.96875763,Colombo,Brasil,Paraná
53231,2017-02-18 00:50:00,Standard Class,2,4,Advance shipping,0,34.09960938,-118.3507385,Apopa,El Salvador,San Salvador
54488,2017-03-10 09:13:00,Standard Class,4,4,Shipping on time,0,34.31019974,-118.4530792,Itu,Brasil,São Paulo
6776,2015-04-11 21:35:00,Standard Class,2,4,Advance shipping,0,42.11048508,-88.08236694,Puebla,México,Puebla
52549,2017-02-11 01:54:00,Standard Class,5,4,Late delivery,1,44.05973816,-12.13093758,Cuernavaca,México,Morelos
60361,2017-06-02 02:47:00,Standard Class,2,4,Advance shipping,0,29.73701477,-94.96875763,Villa Nueva,Guatemala,Guatemala
8470,2015-05-10 15:04:00,Standard Class,6,4,Late delivery,1,38.11602402,-121.3637238,Chimaltenango,Guatemala,Chimaltenango
5712,2015-03-28 08:49:00,Standard Class,3,4,Advance shipping,0,25.89801979,-80.24020386,Águas Lindas de Goiás,Brasil,Goiás
9309,2015-05-21 21:00:00,Standard Class,5,4,Late delivery,1,44.77007294,-93.28409576,Vespasiano,Brasil,Minas Gerais
8095,2015-05-05 03:41:00,Standard Class,6,4,Late delivery,1,40.85692978,-73.39674377,Bogotá,Colombia,Bogotá
75892,2018-01-15 19:59:00,Standard Class,3,4,Advance shipping,0,18.29136658,-66.03705597,Bhilai,India,Chhattisgarh
75891,2018-01-14 19:38:00,Standard Class,2,4,Advance shipping,0,37.34466934,-122.0356674,Qingdao,China,Shandong
75890,2018-01-18 19:17:00,Second Class,6,2,Late delivery,1,29.60960579,-95.61593628,Qingdao,China,Shandong
75889,2018-01-17 18:56:00,Standard Class,5,4,Late delivery,1,18.26264191,-66.03705597,Herat,Afganistán,Herat
75888,2018-01-16 18:35:00,Standard Class,4,4,Shipping on time,0,42.34962845,-71.15328217,Herat,Afganistán,Herat
75887,2018-01-15 18:14:00,Standard Class,3,4,Advance shipping,0,18.25866509,-66.03705597,Herat,Afganistán,Herat
75886,2018-01-14 17:53:00,Standard Class,2,4,Shipping canceled,0,33.77395248,-117.9618988,Sydney,Australia,Nueva Gales del Sur
75885,2018-01-18 17:32:00,Second Class,6,2,Late delivery,1,18.21509743,-66.0370636,Bandung,Indonesia,Java Occidental
75884,2018-01-17 17:11:00,Standard Class,5,4,Late delivery,1,46.81184387,-100.7877197,Newcastle,Australia,Nueva Gales del Sur
75883,2018-01-14 16:50:00,First Class,2,1,Late delivery,1,18.20598602,-66.03705597,Tongchuan,China,Shaanxi
75882,2018-01-15 16:29:00,Standard Class,3,4,Advance shipping,0,39.14162064,-77.2270813,Tongchuan,China,Shaanxi
75881,2018-01-14 16:08:00,Standard Class,2,4,Advance shipping,0,18.20355415,-66.03705597,Tongchuan,China,Shaanxi
75880,2018-01-18 15:47:00,Standard Class,6,4,Late delivery,1,46.81184387,-100.7877197,Tongchuan,China,Shaanxi
75879,2018-01-17 15:26:00,Standard Class,5,4,Late delivery,1,21.32156754,-157.8721771,Ujjain,India,Madhya Pradesh
75878,2018-01-16 15:05:00,Standard Class,4,4,Shipping on time,0,33.90219879,-84.15373993,Ujjain,India,Madhya Pradesh
75877,2018-01-15 14:44:00,Standard Class,3,4,Advance shipping,0,18.21857071,-66.03705597,Balikpapan,Indonesia,Kalimantan Oriental
75876,2018-01-14 14:23:00,Standard Class,2,4,Advance shipping,0,36.91083145,-76.12958527,Balikpapan,Indonesia,Kalimantan Oriental
75875,2018-01-18 14:02:00,Second Class,6,2,Late delivery,1,34.13932037,-117.9074402,Balikpapan,Indonesia,Kalimantan Oriental
75874,2018-01-17 13:41:00,Standard Class,5,4,Late delivery,1,33.78245163,-118.1922455,Balikpapan,Indonesia,Kalimantan Oriental
